1,1
1,1
1,1
1,1
1,1
1,9
1,1
1,14
1,1
1,1
1,1
1,1
1,14
1,1
1,1
1,1
1,1
1,9
1,14
1,24
1,1
1,1
1,1
1,1
1,14
1,1
1,1
1,1
1,1
1,1
1,1
1,9
1,9
9,24
9,24
1,1
1,1
1,14
1,14
1,14
1,14
14,24
24,24
24,24
24,24
24,24
24,24
24,24
1,24
9,24
24,24
24,24
24,24
9,24
14,24
24,24
24,24
24,24
1,1
1,1
1,1
1,1
1,1
1,9
1,1
1,14
1,1
1,1
1,1
1,1
1,14
1,1
1,1
1,1
1,1
1,9
1,14
1,24
1,1
1,1
1,1
1,1
1,14
1,1
1,1
1,1
1,1
1,1
1,1
1,9
1,9
9,24
9,24
1,1
1,1
1,14
1,14
1,14
1,14
14,24
24,24
24,24
24,24
24,24
24,24
24,24
1,24
9,24
24,24
24,24
24,24
9,24
14,24
24,24
24,24
24,24
1,1
1,1
1,1
1,1
1,1
1,9
1,1
1,14
1,1
1,1
1,1
1,1
1,14
1,1
1,1
1,1
1,1
1,9
1,14
1,24
1,1
1,1
1,1
1,1
1,14
1,1
1,1
1,1
1,1
1,1
1,1
1,9
1,9
9,24
9,24
1,1
1,1
1,14
1,14
1,14
1,14
14,24
24,24
24,24
24,24
24,24
24,24
24,24
1,24
9,24
24,24
24,24
24,24
9,24
14,24
24,24
24,24
24,24
1,2
1,3
1,4
1,9
1,14
1,32
2,1
2,3
2,4
2,14
3,1
3,2
3,4
3,9
3,14
3,33
4,1
4,2
4,3
4,14
9,1
9,3
9,33
9,34
14,1
14,2
14,3
14,4
14,34
24,33
24,34
32,1
32,33
32,34
33,3
33,9
33,24
33,32
33,34
34,9
34,14
34,24
34,32
34,33
